#,Keyword,Position,Position History,Position History Date,Volume,URL,Difficulty,Traffic (desc),CPC,Last Update,Page URL inside,SERP Features,Website
2166,touchpoint one,47,63,11/28/2019 21:49,20,https://www.evergage.com/blog/six-ways-create-great-first-touchpoint-experience-0/,0,0,,12/25/2019 16:21,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail, Video",evergage.com
2167,gage their interest,53,53,,80,https://www.evergage.com/platform/behavioral-tracking/,3,0,,12/29/2019 12:13,,"Featured snippet, People also ask, Sitelinks",evergage.com
2168,tribe hr,58,58,,250,https://www.evergage.com/blog/tribehr-improves-user-experience-sees-30-increase-active-users/,1,0,,12/23/2019 5:53,,"Sitelinks, Top stories, Thumbnail",evergage.com
2169,kameha,57,57,,1000,https://www.evergage.com/venue/kameha-grand-hotel/,10,0,,1/19/2020 6:19,,"Sitelinks, Top stories, Thumbnail",evergage.com
2170,how calculate,51,51,,50,https://www.evergage.com/blog/how-calculate-customer-retention/,56,0,,1/14/2020 13:25,,"Featured snippet, Thumbnail, People also ask, Top stories",evergage.com
2171,personalizing emails,59,60,12/15/2019 0:51,300,https://www.evergage.com/blog/4-use-cases-for-personalizing-emails-at-open-time/,52,0,9,1/14/2020 23:11,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Adwords bottom",evergage.com
2172,ultimate lead generation machine,45,59,11/29/2019 17:34,10,https://www.evergage.com/blog/30-must-read-posts-lead-generation/,0,0,10,12/27/2019 7:30,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack, Video",evergage.com
2173,crm future,47,48,11/29/2019 7:08,20,https://www.evergage.com/blog/crm-future-data-curation-and-predictive-analytics/,1,0,45,12/26/2019 20:29,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Adwords bottom",evergage.com
2174,examples of customer segments,45,47,12/5/2019 14:47,10,https://www.evergage.com/blog/what-is-customer-segmentation/,14,0,13,1/5/2020 1:05,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Top stories, Adwords bottom",evergage.com
2175,definition paradigm shift,51,56,12/12/2019 16:35,50,https://www.evergage.com/blog/marketings-3-biggest-paradigm-shifts-deep-dive/,21,0,,1/11/2020 22:06,,"Knowledge card, People also ask, Top stories, Thumbnail, Sitelinks",evergage.com
2176,saas email,41,41,,50,https://www.evergage.com/blog/5-ways-b2b-saas-companies-can-use-triggered-emails/,8,0,10,12/23/2019 5:17,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",evergage.com
2177,financial customer service,52,40,12/7/2019 18:02,60,https://www.evergage.com/blog/top-financial-services-customer-experience-trends-2018/,22,0,7,1/7/2020 15:28,,"People also ask, Image pack",evergage.com
2178,behavioral data sheets,47,44,11/28/2019 5:30,20,https://www.evergage.com/platform/behavioral-tracking/,3,0,1.4,12/26/2019 18:13,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",evergage.com
2179,netflix customer experience,46,44,12/6/2019 12:04,20,https://www.evergage.com/blog/netflix-lunch-and-customer-engagement/,9,0,,1/5/2020 14:50,,"Top stories, Thumbnail, People also ask, Knowledge panel",evergage.com
2180,marketing business development,48,48,,20,https://www.evergage.com/blog/marketing-business-development-abm-love-story/,3,0,,1/22/2020 16:35,,"Featured snippet, Thumbnail, People also ask",evergage.com
2181,touchpoint application,47,41,12/19/2019 3:23,20,https://www.evergage.com/blog/six-ways-create-great-first-touchpoint-experience-0/,21,0,0.6,1/18/2020 23:10,,"Sitelinks, People also ask",evergage.com
2182,retention factor formula,56,54,12/2/2019 16:51,300,https://www.evergage.com/blog/how-calculate-customer-retention/,2,0,8,1/1/2020 7:36,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",evergage.com
2183,define gage,58,58,,1900,https://www.evergage.com/blog/personalization-definition-what-is-personalization/,26,0,0.4,1/21/2020 6:31,,"Knowledge card, People also ask, Top stories, Thumbnail",evergage.com
2184,siriusdecisions campaign framework,47,52,12/11/2019 10:42,20,https://www.evergage.com/blog/breaking-down-siriusdecisions-personalization-deployment-method/,0,0,,1/10/2020 23:53,,"Image pack, Top stories, Thumbnail, People also ask",evergage.com
2185,rue la la news,48,50,12/8/2019 22:51,20,https://www.evergage.com/resources/case-studies/rue-la-la/,4,0,0.4,1/7/2020 21:45,,"Adwords top, Sitelinks, People also ask, Video, Thumbnail",evergage.com
2186,sittercity title examples,49,54,12/13/2019 21:43,30,https://www.evergage.com/blog/author/brian-rogers/,1,0,,1/13/2020 4:58,,"Featured snippet, Image pack, People also ask, Video",evergage.com
2187,travel video academy,49,49,,30,https://www.evergage.com/resources/videos/academy-sports-outdoors-customer-success-story/,2,0,,1/6/2020 21:14,Video,"Sitelinks, Video, Thumbnail",evergage.com
2188,campaign roi,50,54,11/29/2019 22:56,40,https://www.evergage.com/blog/3-ways-how-monitor-roi-your-online-marketing-campaign/,40,0,,12/26/2019 22:07,,"People also ask, Top stories, Thumbnail, Adwords bottom, Sitelinks, Knowledge panel",evergage.com
2189,advantage point solutions,51,44,12/10/2019 5:28,50,https://www.evergage.com/blog/avoid-personalization-point-solution-headaches/,0,0,,1/9/2020 23:19,,"Featured snippet, Thumbnail, Sitelinks, Image pack",evergage.com
2190,optimizely personalization,54,62,12/10/2019 3:48,90,https://www.evergage.com/evergage-vs-optimizely/,7,0,9,1/10/2020 12:11,,"Sitelinks, Top stories, Thumbnail, Knowledge panel",evergage.com
2191,relevance or relevancy,55,67,12/19/2019 10:14,100,https://www.evergage.com/blog/why-relevancy-and-timing-are-most-important-conversion-optimization-factors/,4,0,,1/19/2020 18:17,,"Featured snippet, Thumbnail, People also ask, Top stories",evergage.com
2192,what is omnichannel,61,55,1/12/2020 12:09,800,https://www.evergage.com/blog/what-is-omnichannel-personalization/,51,0,,1/21/2020 18:03,,"Adwords top, Sitelinks, Knowledge card, People also ask, Top stories, Thumbnail",evergage.com
2193,retargeting google,49,49,,30,https://www.evergage.com/blog/google-retargeting-ads-intent-based-data/,52,0,19,1/17/2020 8:26,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",evergage.com
2194,ltv meaning marketing,54,54,,90,https://www.evergage.com/blog/aov-vs-ltv-why-customer-lifetime-value-matters-more-than-you-think/,58,0,,1/15/2020 22:17,,"Sitelinks, People also ask, Top stories, Thumbnail",evergage.com
2195,churn propensity,47,71,11/30/2019 18:27,20,https://www.evergage.com/blog/how-calculate-customer-churn-and-revenue-churn/,3,0,,12/29/2019 12:27,,"People also ask, Top stories, Thumbnail",evergage.com
2196,liquid publishers clearing house,55,42,12/22/2019 11:35,100,https://www.evergage.com/blog/press/publishers-clearing-house-selects-evergage-to-boost-online-conversion/,1,0,2.5,1/22/2020 20:32,,"Sitelinks, People also ask, Top stories, Thumbnail, Video",evergage.com
2197,success manager salesforce,45,45,,10,https://www.evergage.com/blog/interview-with-dean-robison-svp-of-global-services-at-salesf/,0,0,,1/8/2020 8:33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",evergage.com
2198,fairmont scottsdale princess map,52,46,12/17/2019 3:24,60,https://www.evergage.com/venue/fairmont-scottsdale-princess/,1,0,2,1/17/2020 0:37,,"Sitelinks, Top stories, Thumbnail",evergage.com
2199,optimizely demo,49,49,,30,https://www.evergage.com/evergage-vs-optimizely/,0,0,2,1/11/2020 17:58,,"Adwords top, Sitelinks, Top stories, Thumbnail, Video, People also ask, Image pack",evergage.com
2200,marketingprofs logo,48,43,12/7/2019 19:51,20,https://www.evergage.com/events/marketingprofs-b2b-marketing-forum-boston/,12,0,,1/7/2020 1:41,,Image pack,evergage.com
2201,technology segments,48,42,12/18/2019 14:58,20,https://www.evergage.com/platform/segmentation/,39,0,,1/18/2020 8:05,,"Adwords top, Sitelinks, People also ask",evergage.com
2202,buildium demo,49,24,12/5/2019 19:12,30,https://www.evergage.com/resources/videos/buildium-customer-success-story/,4,0,6,1/5/2020 9:12,Video,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Image pack",evergage.com
2203,amazon clip coupon,60,60,,300,https://www.evergage.com/blog/amazon-personalized-coupon-strategies/,40,0,1.2,1/10/2020 0:45,,"People also ask, Image pack",evergage.com
2204,abm part,51,94,12/11/2019 18:32,40,https://www.evergage.com/blog/building-an-abm-framework-part-1/,0,0,,1/10/2020 19:06,,"Top stories, Thumbnail",evergage.com
2205,what is a touchpoint,54,51,12/23/2019 19:35,250,https://www.evergage.com/blog/six-ways-create-great-first-touchpoint-experience-0/,27,0,1,1/23/2020 4:42,,"Top stories, Thumbnail, People also ask, Sitelinks",evergage.com
2206,case study search,51,51,,40,https://www.evergage.com/resources/case-studies/,12,0,0.01,1/7/2020 17:42,,"Adwords top, Sitelinks, People also ask",evergage.com
2207,revenue churn rate,37,31,12/4/2019 3:57,20,https://www.evergage.com/blog/how-calculate-customer-churn-and-revenue-churn/,5,0,,1/3/2020 12:14,Image pack,"Featured snippet, Thumbnail, People also ask, Image pack, Top stories",evergage.com
2208,roi website,51,61,11/27/2019 14:54,40,https://www.evergage.com/blog/3-ways-how-monitor-roi-your-online-marketing-campaign/,2,0,0.45,12/24/2019 13:33,,"Video, Knowledge panel",evergage.com
2209,trigger based marketing,51,69,11/30/2019 23:14,40,https://www.evergage.com/modules/triggered-email/,5,0,3.5,12/29/2019 12:52,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",evergage.com
2210,what does invaluable experience mean,47,70,12/1/2019 10:41,20,https://www.evergage.com/blog/how-invaluable-delivers-1-to-1-experiences-to-collectors-across-website-and-email/,8,0,,12/30/2019 22:35,,"Featured snippet, People also ask, Sitelinks",evergage.com
2211,personalization products,50,46,12/19/2019 16:46,30,https://www.evergage.com/blog/personalization-definition-what-is-personalization/,37,0,4.5,1/19/2020 17:19,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results",evergage.com
2212,cdp structure,53,53,,70,https://www.evergage.com/wp-content/uploads/2017/11/The-Role-of-a-Customer-Data-Platform-in-Personalization-CDP-Institute-Evergage.pdf,1,0,,1/13/2020 12:26,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Image pack",evergage.com
2213,what is client retention,50,55,12/19/2019 10:23,30,https://www.evergage.com/blog/how-calculate-customer-retention/,55,0,12,1/19/2020 7:22,,"Adwords top, Sitelinks, People also ask",evergage.com
2214,catherine bassett,50,46,12/22/2019 16:13,30,https://www.evergage.com/blog/quote/catherine-bassett/,0,0,,1/22/2020 16:37,,Video,evergage.com
2215,roi marketing calculator,47,54,11/28/2019 4:28,20,https://www.evergage.com/blog/retention-marketing-roi-calculator/,36,0,16,12/26/2019 8:42,,"People also ask, Knowledge panel",evergage.com
2216,what is segmentation?,55,65,12/23/2019 2:46,100,https://www.evergage.com/blog/what-is-customer-segmentation/,33,0,,1/23/2020 1:00,,"Knowledge card, People also ask, Top stories, Thumbnail",evergage.com
2217,recomondations,47,43,12/2/2019 11:27,20,https://www.evergage.com/platform/recommendations/,22,0,,12/31/2019 17:28,,"Knowledge card, People also ask, Image pack",evergage.com
2218,best ip lookup,57,84,12/16/2019 19:21,100,https://www.evergage.com/blog/4-account-based-marketing-data-sources-may-not-know/,56,0,0.07,1/15/2020 20:34,,"Sitelinks, People also ask",evergage.com
2219,describe your retail or other customer service experience,49,49,,30,https://www.evergage.com/blog/10-ways-improve-customer-experience-5-minutes/,23,0,,12/23/2019 20:06,,"People also ask, Video, Adwords bottom, Sitelinks",evergage.com
2220,another word for effective communication,51,53,12/17/2019 8:19,40,https://www.evergage.com/blog/effective-communication-must-be-context/,7,0,1.6,1/17/2020 12:31,,"Featured snippet, Thumbnail, Sitelinks, People also ask",evergage.com
2221,attrition calculation,58,78,12/16/2019 22:16,200,https://www.evergage.com/blog/attrition-and-retention-rates-for-public-subscription-compan/,6,0,,1/16/2020 9:51,,"Featured snippet, Thumbnail, People also ask, Video, Top stories",evergage.com
2222,email marketing roi calculator,46,47,12/3/2019 7:54,10,https://www.evergage.com/blog/retention-marketing-roi-calculator/,12,0,25,1/3/2020 1:02,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",evergage.com
2223,technology build,43,34,11/27/2019 15:03,70,https://www.evergage.com/blog/personalization-technology-build-vs-buy-conundrum-part-2/,4,0,,12/25/2019 13:48,Image pack,"Adwords top, Sitelinks, Video, Image pack",evergage.com
2224,technology build,43,34,11/27/2019 15:03,70,https://www.evergage.com/blog/personalization-technology-build-vs-buy-conundrum-part-1/,4,0,,12/25/2019 13:48,Image pack,"Adwords top, Sitelinks, Video, Image pack",evergage.com
2225,360 quotes,48,46,12/13/2019 16:02,20,https://www.evergage.com/blog/top-4-quotes-gartners-customer-360-conference/,8,0,,1/13/2020 9:50,,"Image pack, Sitelinks, Top stories, Thumbnail, People also ask",evergage.com
2226,what adobe do i have,50,74,11/29/2019 18:21,30,https://www.evergage.com/blog/sorry-adobe-pay-attention-behind-curtain/,48,0,,12/27/2019 4:05,,"Adwords top, Sitelinks, Featured snippet, People also ask, Image pack",evergage.com
2227,rue la la partner,47,47,,20,https://www.evergage.com/resources/case-studies/rue-la-la/,4,0,0.6,12/23/2019 20:31,,"Adwords top, Sitelinks, People also ask, Image pack, Top stories, Thumbnail",evergage.com
2228,how to find out what app is causing pop ups 2018,52,52,,50,https://www.evergage.com/blog/secret-pleasant-pop-ups/,19,0,,1/3/2020 16:39,,"Top stories, Thumbnail, People also ask, Image pack",evergage.com
2229,firmographics,62,58,1/9/2020 18:28,800,https://www.evergage.com/blog/firmographic-data-for-account-based-marketing-initiatives/,4,0,,1/17/2020 15:14,,"Featured snippet, Thumbnail, Sitelinks, People also ask, Top stories, Adwords bottom",evergage.com
2230,shoeline,38,42,1/18/2020 18:31,2700,https://www.evergage.com/wp-content/uploads/2019/03/201903011_EG_Case_Study_Shoeline-HQ.pdf,26,0,0.3,1/21/2020 3:37,,"Shopping results, Thumbnail, Adwords top, Sitelinks",evergage.com
2231,ciee logo,52,52,,50,https://www.evergage.com/resources/videos/ciee-customer-success-story/,3,0,,1/3/2020 0:45,Video,"Image pack, Video",evergage.com
2232,new customer onboarding checklist,47,65,11/28/2019 1:41,20,https://www.evergage.com/blog/9-biggest-customer-onboarding-mistakes-avoid/,11,0,20,12/25/2019 20:04,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Image pack, People also ask, Top stories, Adwords bottom",evergage.com
2233,the fastest fastball,47,56,11/28/2019 18:36,20,https://www.evergage.com/blog/real-time-personalization/,27,0,,12/26/2019 10:11,,"People also ask, Top stories, Thumbnail, Sitelinks, Video",evergage.com
2234,academy sports brand,52,75,12/1/2019 22:23,50,https://www.evergage.com/resources/videos/academy-sports-outdoors-customer-success-story/,22,0,,12/29/2019 19:57,Video,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Video",evergage.com
2235,b2b forum,54,90,12/19/2019 19:30,70,https://www.evergage.com/events/marketingprofs-b2b-marketing-forum-boston/,6,0,2,1/19/2020 4:36,,"Sitelinks, Top stories, Thumbnail",evergage.com
2236,pop up for website,50,39,12/14/2019 20:30,30,https://www.evergage.com/blog/secret-pleasant-pop-ups/,32,0,3.5,1/14/2020 15:18,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",evergage.com
2237,digital intelligence inc,47,54,12/8/2019 13:59,20,https://www.evergage.com/resources/ebooks/the-forrester-wave-digital-intelligence-platforms/,0,0,,1/8/2020 2:15,,Sitelinks,evergage.com
2238,churn out definition,56,51,12/21/2019 23:36,100,https://www.evergage.com/blog/how-calculate-customer-churn-and-revenue-churn/,0,0,,1/22/2020 10:07,,"Featured snippet, Thumbnail, People also ask, Video",evergage.com
2239,best customer experience companies,56,37,11/30/2019 0:48,100,https://www.evergage.com/blog/10-ways-improve-customer-experience-5-minutes/,15,0,17,12/28/2019 19:39,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Adwords bottom",evergage.com
2240,custom agenda,60,59,12/11/2019 15:58,200,https://www.evergage.com/blog/your-personalized-agenda-for-the-personalization-cdp-summit-2019/,45,0,1.5,1/11/2020 3:58,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Image pack, Top stories, Adwords bottom",evergage.com
2241,where is the pop,48,48,,20,https://www.evergage.com/blog/secret-pleasant-pop-ups/,34,0,,1/11/2020 0:05,,"People also ask, Sitelinks",evergage.com
2242,report engines,55,51,12/20/2019 18:59,90,https://www.evergage.com/resources/ebooks/gartner-magic-quadrant-for-personalization-engines/,10,0,4.5,1/20/2020 13:34,,"Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",evergage.com
2243,page visits of a website,48,48,,20,https://www.evergage.com/,80,0,8,1/7/2020 12:37,,"Adwords top, Sitelinks, People also ask",evergage.com
2244,webinar conversion rates,52,69,12/20/2019 22:41,40,https://www.evergage.com/resources/webinars/the-future-of-recommendations-breakthrough-techniques-to-boost-conversion-rates/,28,0,14,1/21/2020 0:18,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Video",evergage.com
2245,the power of 1,47,38,12/8/2019 19:11,150,https://www.evergage.com/resources/videos/evergage-intro-video/,12,0,,1/8/2020 17:47,Image pack,"Video, People also ask, Image pack, Thumbnail",evergage.com
2246,power gears,46,44,11/30/2019 13:06,10,https://www.evergage.com/blog/extend-the-power-of-evergage-with-evergage-gears/,47,0,0.01,12/29/2019 7:30,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",evergage.com
2247,marketingtech,59,59,,200,https://www.evergage.com/blog/2020-marketing-predictions/,6,0,35,12/28/2019 1:43,,"Sitelinks, Top stories, Thumbnail, Image pack",evergage.com
2248,customer retention analysis,55,62,12/18/2019 2:27,90,https://www.evergage.com/blog/how-calculate-customer-retention/,3,0,,1/18/2020 4:29,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",evergage.com
2249,puritan’s pride,58,27,11/28/2019 22:14,250,https://www.evergage.com/blog/client/puritans-pride/,12,0,0.15,12/26/2019 9:35,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories, Image pack",evergage.com
2250,the 1 time,46,30,12/4/2019 21:58,10,https://www.evergage.com/,9,0,,1/3/2020 14:01,,"Featured snippet, Top stories, Thumbnail, Video",evergage.com
2251,conquer online customer service,46,18,12/9/2019 23:04,10,https://www.evergage.com/,1,0,,1/8/2020 21:29,,Featured snippet,evergage.com
2252,adobe cloud platform,53,78,12/21/2019 22:35,60,https://www.evergage.com/blog/adobe-taking-page-evergage-book-six-years-broken-promises/,20,0,7,1/21/2020 9:35,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",evergage.com
2253,what is attrition rate,55,55,,600,https://www.evergage.com/blog/attrition-and-retention-rates-for-public-subscription-compan/,8,0,,1/19/2020 2:54,,"People also ask, Top stories, Thumbnail, Video",evergage.com
2254,business development vs marketing,58,58,,150,https://www.evergage.com/blog/marketing-business-development-abm-love-story/,3,0,,1/11/2020 7:46,,"People also ask, Image pack, Top stories, Thumbnail",evergage.com
2255,abm website,53,53,,50,https://www.evergage.com/solutions/account-based-marketing/,37,0,1.3,1/20/2020 12:42,,"Adwords top, Sitelinks, People also ask",evergage.com
2256,boost engagement,54,64,12/4/2019 21:08,70,https://www.evergage.com/resources/webinars/boost-engagement-clickthroughs-triggered-emails/,22,0,,1/4/2020 2:26,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",evergage.com
2257,omni channel use cases,49,44,12/14/2019 17:28,20,https://www.evergage.com/blog/what-is-omnichannel-personalization/,5,0,,1/14/2020 16:09,,"Sitelinks, People also ask, Adwords bottom",evergage.com
2258,the seven tenets,56,73,11/26/2019 10:57,100,https://www.evergage.com/blog/dont-compromise-tenets-of-personalization/,40,0,,12/23/2019 21:22,,"Sitelinks, Image pack, Video",evergage.com
2259,predicted future events,54,54,,70,https://www.evergage.com/blog/predictive-modeling/,32,0,3.5,1/16/2020 4:58,,"Sitelinks, Top stories, Thumbnail, People also ask, Video",evergage.com
2260,brian rogers linkedin,51,47,12/5/2019 13:38,30,https://www.evergage.com/blog/author/brian-rogers/,0,0,,1/5/2020 5:51,,"Video, Image pack",evergage.com
2261,venetian resort and casino,50,50,,30,https://www.evergage.com/venue/venetian-resort-casino/,23,0,0.8,1/1/2020 8:27,,"Adwords top, Sitelinks, People also ask, Tweet box, Top stories, Thumbnail",evergage.com
2262,dead reborn,48,53,12/7/2019 0:20,20,https://www.evergage.com/blog/a-b-website-testing-dead-reborn-personalization/,0,0,,1/6/2020 18:31,,"Knowledge card, Top stories, Thumbnail, Image pack",evergage.com
2263,academy sports human resources,53,50,11/27/2019 1:16,50,https://www.evergage.com/resources/videos/academy-sports-outdoors-customer-success-story/,1,0,0.7,12/25/2019 5:24,Video,"Sitelinks, People also ask, Image pack, Video",evergage.com
2264,recommendaitons,50,52,12/12/2019 2:39,30,https://www.evergage.com/platform/recommendations/,25,0,,1/11/2020 21:53,,"Knowledge card, People also ask, Image pack",evergage.com
2265,barry gage,47,45,12/12/2019 22:51,10,https://www.evergage.com/blog/author/megan-barry/,0,0,,1/12/2020 13:33,,"Sitelinks, Image pack, Video",evergage.com
2266,gage.com,57,57,,150,https://www.evergage.com/solutions/,36,0,0.6,1/4/2020 8:57,,"Adwords top, Sitelinks, Video",evergage.com
2267,3% of 850,52,52,,40,https://www.evergage.com/blog/how-calculate-customer-churn-and-revenue-churn/,0,0,,1/5/2020 11:40,,Knowledge card,evergage.com
2268,platform shoes with goldfish in them,54,37,12/20/2019 10:40,60,https://www.evergage.com/blog/qa-cx-expert-don-peppers-talks-omnichannel-competitive-advantages-and-goldfish/,0,0,0.2,1/20/2020 8:25,,"Top stories, Thumbnail, Video, Shopping results",evergage.com
2269,webpagefx personalization,41,41,,40,https://www.evergage.com/blog/personalization-definition-what-is-personalization/,0,0,,12/23/2019 5:45,Image pack,Image pack,evergage.com
2270,what is the retention ratio,51,50,12/3/2019 7:26,30,https://www.evergage.com/blog/how-calculate-customer-retention/,1,0,,1/2/2020 22:54,,"People also ask, Top stories, Thumbnail, Image pack",evergage.com
2271,puritan spride,54,39,11/27/2019 22:11,60,https://www.evergage.com/blog/client/puritans-pride/,11,0,0.1,12/24/2019 20:53,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Image pack, Top stories",evergage.com
2272,relivence,56,50,11/29/2019 8:54,100,https://www.evergage.com/blog/relevance-timing-converting-first-time-visitors/,20,0,,12/27/2019 7:20,,"Knowledge card, People also ask, Sitelinks, Image pack",evergage.com
2273,business development marketing,55,55,,80,https://www.evergage.com/blog/marketing-business-development-abm-love-story/,4,0,2,1/23/2020 5:41,,"Featured snippet, Thumbnail, People also ask, Top stories",evergage.com
2274,10% of 88,53,53,,50,https://www.evergage.com/wp-content/uploads/2018/04/Evergage-2018-Trends-in-Personalization-Survey.pdf,0,0,,12/26/2019 18:07,,"Knowledge card, People also ask, Video",evergage.com
2275,loyal define,56,54,12/6/2019 23:00,300,https://www.evergage.com/blog/what-is-online-customer-loyalty/,8,0,,1/5/2020 19:43,,"Knowledge card, People also ask, Sitelinks, Top stories, Thumbnail, Image pack",evergage.com
2276,personalization store,59,59,,200,https://www.evergage.com/blog/omnichannel-retail-experiences-personalization-in-store-and-online/,22,0,1.2,1/15/2020 16:50,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Shopping results",evergage.com
2277,e(y) stats,53,65,12/6/2019 2:53,50,https://www.evergage.com/blog/abm-stats-roundup-making-case-company/,12,0,,1/5/2020 21:43,,"Featured snippet, People also ask, Sitelinks, Top stories, Thumbnail",evergage.com
2278,magnetic media online inc,49,75,11/27/2019 18:00,20,https://www.evergage.com/blog/evergage-announces-acquisition-mybuys-magnetic/,2,0,,12/24/2019 18:49,,Image pack,evergage.com
2279,gartner magic quadrant machine learning,49,49,,20,https://www.evergage.com/blog/press/evergage-named-a-leader-again-in-gartners-magic-quadrant-for-personalization-engines/,16,0,,1/9/2020 19:49,,"Adwords top, Sitelinks, People also ask, Adwords bottom, Knowledge panel",evergage.com
2280,behavioral tracking,47,47,,250,https://www.evergage.com/platform/behavioral-tracking/,13,0,,1/1/2020 8:46,Image pack,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",evergage.com
2281,annoying customers,59,94,12/8/2019 14:52,250,https://www.evergage.com/blog/secret-pleasant-pop-ups/,6,0,,1/8/2020 7:27,,"Knowledge card, Top stories, Thumbnail, Image pack, Video",evergage.com
2282,anna maria virzi,49,46,12/3/2019 7:58,20,https://www.evergage.com/blog/evergage-named-a-leader-in-gartners-magic-quadrant-for-personalization-engines-2019/,0,0,,1/3/2020 7:25,,Image pack,evergage.com
2283,sf forum,52,52,,40,https://www.evergage.com/events/events-the-personalization-forum-sf/,10,0,,1/2/2020 7:20,,"Sitelinks, Top stories, Thumbnail",evergage.com
2284,mab lib,49,29,11/28/2019 9:41,20,https://www.evergage.com/blog/case-using-mad-lib-sign-forms-hint-mad-conversion-increases/,50,0,,12/25/2019 15:48,,"Sitelinks, Top stories, Thumbnail, People also ask, Video, Image pack",evergage.com
2285,the segmentation process begins by grouping:,65,65,,800,https://www.evergage.com/blog/use-qualitative-research-kickstart-segmentation-process/,0,0,,1/20/2020 13:57,,"Featured snippet, Thumbnail",evergage.com
2286,customized agenda 2017,51,66,12/4/2019 16:49,30,https://www.evergage.com/blog/your-personalized-agenda-for-the-personalization-cdp-summit-2019/,34,0,1.5,1/4/2020 2:19,,"Shopping results, Thumbnail, Image pack, Video, Adwords bottom, Sitelinks",evergage.com
2287,cdp companies,50,50,,20,https://www.evergage.com/blog/customer-data-platform-cdp-stats-you-cant-ignore/,23,0,,1/4/2020 23:17,,"Adwords top, Sitelinks, People also ask, Adwords bottom",evergage.com
2288,segment define,52,38,12/15/2019 12:55,200,https://www.evergage.com/blog/what-is-customer-segmentation/,12,0,,1/15/2020 6:38,,"Knowledge card, People also ask, Top stories, Thumbnail",evergage.com
2289,levels of customer engagement,47,17,12/21/2019 0:11,10,https://www.evergage.com/blog/what-customer-engagement-score/,3,0,,1/21/2020 17:53,,"Adwords top, Sitelinks, Knowledge card, People also ask, Adwords bottom",evergage.com
2290,best retargeting companies 2016,47,47,,10,https://www.evergage.com/blog/3-ways-internal-retargeting/,30,0,,1/13/2020 13:56,,"Adwords top, Sitelinks, People also ask, Adwords bottom",evergage.com
2291,aws soc,57,59,12/7/2019 8:03,100,https://www.evergage.com/security/,3,0,25,1/7/2020 17:12,,"People also ask, Top stories, Thumbnail",evergage.com
2292,newegg out of stock,53,53,,50,https://www.evergage.com/wp-content/uploads/2019/07/Evergage-Case-Study-NewEgg-Flash.pdf,0,0,,1/8/2020 17:43,,"Featured snippet, People also ask, Video, Image pack",evergage.com
2293,whats define,48,43,12/10/2019 13:03,20,https://www.evergage.com/blog/personalization-definition-what-is-personalization/,13,0,,1/10/2020 6:44,,"Knowledge card, People also ask",evergage.com
2294,apperian,61,41,12/2/2019 1:59,450,https://www.evergage.com/blog/client/apperian/,6,0,4.5,1/1/2020 0:39,,"Sitelinks, Top stories, Thumbnail, Image pack",evergage.com
2295,personalization algorithms,41,25,12/5/2019 2:25,30,https://www.evergage.com/blog/elements-of-machine-learning-personalization/,1,0,,1/4/2020 13:56,Image pack,"Sitelinks, Image pack, People also ask",evergage.com
2296,toy r us tablets,58,58,,150,https://www.evergage.com/blog/answer-clear-toys-r-us-hyper-personalization/,8,0,0.6,1/22/2020 5:17,,Video,evergage.com
